transaction_id,amount,time,location,device,is_new_user,transaction_type,prev_transactions,avg_amount,is_night,Class
T1218,63872,22,Delhi,Laptop,0,UPI,23,2478,0,0
T1219,48765,18,Delhi,Mobile,0,Card,27,1289,0,0
T1220,54560,13,Hyderabad,Tablet,0,UPI,47,4761,0,0
T1221,91419,6,Kolkata,Tablet,0,NetBanking,71,1911,0,0
T1222,52435,21,Mumbai,Laptop,1,NetBanking,8,1744,0,0
T1223,2816,7,Bangalore,Tablet,0,Card,67,3206,0,0
T1224,61926,21,Bangalore,Laptop,0,UPI,6,2430,0,0
T1225,51006,15,Kolkata,Laptop,1,UPI,43,3258,0,0
T1226,20108,10,Mumbai,Mobile,0,UPI,32,789,0,0
T1227,71239,4,Kolkata,Mobile,0,UPI,80,3910,1,0
T1228,11795,4,Mumbai,Mobile,1,Card,2,471,1,0
T1229,8902,19,Hyderabad,Mobile,0,NetBanking,60,4610,0,0
T1230,30580,23,Mumbai,Mobile,0,UPI,81,1173,1,0
T1231,71090,14,Kolkata,Mobile,1,Card,14,4757,0,0
T1232,43354,7,Bangalore,Laptop,0,NetBanking,61,1083,0,0
T1233,87627,19,Kolkata,Mobile,0,UPI,0,645,0,0
T1234,62799,13,Hyderabad,Laptop,0,NetBanking,97,1205,0,0
T1235,92761,6,Mumbai,Mobile,1,NetBanking,30,3875,0,0
T1236,27488,5,Delhi,Tablet,0,NetBanking,90,3739,1,0
T1237,11457,19,Hyderabad,Mobile,0,NetBanking,21,3656,0,0
T1238,8051,17,Bangalore,Laptop,0,NetBanking,42,541,0,0
T1239,51802,1,Mumbai,Laptop,1,UPI,38,1605,1,1
T1240,48617,16,Bangalore,Mobile,1,NetBanking,68,3831,0,0
T1241,67187,18,Bangalore,Tablet,0,Card,72,1549,0,0
T1242,57708,10,Mumbai,Tablet,1,UPI,63,2821,0,0
T1243,45312,5,Hyderabad,Mobile,0,UPI,96,2474,1,0
T1244,23588,0,Delhi,Tablet,0,Card,3,3431,1,0
T1245,76000,17,Hyderabad,Mobile,0,NetBanking,58,1667,0,0
T1246,10500,9,Delhi,Mobile,0,Card,99,3753,0,0
T1247,5683,1,Delhi,Mobile,0,UPI,87,1179,1,0
T1248,77339,17,Delhi,Tablet,0,NetBanking,42,394,0,0
T1249,37152,9,Bangalore,Laptop,1,NetBanking,17,1018,0,0
T1250,77081,18,Bangalore,Tablet,0,NetBanking,97,925,0,0
T1251,36647,2,Kolkata,Mobile,1,Card,17,4665,1,0
T1252,16676,3,Delhi,Tablet,1,Card,51,2510,1,0
T1253,67456,20,Hyderabad,Laptop,0,NetBanking,8,1967,0,0
T1254,7565,18,Bangalore,Tablet,0,NetBanking,69,3299,0,0
T1255,92791,23,Hyderabad,Mobile,0,Card,71,340,1,0
T1256,70267,14,Bangalore,Tablet,0,NetBanking,85,3868,0,0
T1257,42010,2,Bangalore,Mobile,0,NetBanking,92,3705,1,0
T1258,78382,19,Delhi,Mobile,1,NetBanking,40,2701,0,0
T1259,84677,0,Mumbai,Mobile,1,Card,17,3930,1,1
T1260,41181,16,Kolkata,Laptop,0,Card,86,1330,0,0
T1261,83153,23,Kolkata,Laptop,0,NetBanking,55,2010,1,0
T1262,24566,11,Delhi,Laptop,0,NetBanking,0,3648,0,0
T1263,35625,4,Delhi,Tablet,0,Card,0,1651,1,0
T1264,74319,21,Bangalore,Tablet,0,UPI,79,4260,0,0
T1265,49837,10,Mumbai,Mobile,0,Card,58,634,0,0
T1266,85482,11,Bangalore,Laptop,0,UPI,78,1104,0,0
T1267,43559,13,Hyderabad,Mobile,0,Card,70,4803,0,0
T1268,32869,9,Hyderabad,Mobile,0,UPI,80,2799,0,0
T1269,5369,8,Kolkata,Mobile,0,NetBanking,53,4946,0,0
T1270,76376,5,Delhi,Laptop,0,Card,5,3268,1,0
T1271,71034,22,Bangalore,Tablet,0,Card,6,4018,0,0
T1272,83087,0,Bangalore,Tablet,0,NetBanking,54,803,1,0
T1273,38206,4,Hyderabad,Tablet,0,Card,54,4794,1,0
T1274,9097,22,Delhi,Laptop,0,NetBanking,28,3325,0,0
T1275,59570,2,Mumbai,Laptop,0,NetBanking,33,2828,1,0
T1276,61178,6,Mumbai,Tablet,1,NetBanking,31,2741,0,0
T1277,3214,6,Kolkata,Mobile,1,UPI,60,1303,0,0
T1278,35433,6,Hyderabad,Mobile,0,Card,89,4421,0,0
T1279,96071,20,Mumbai,Tablet,0,NetBanking,80,3268,0,0
T1280,10413,18,Mumbai,Mobile,0,Card,41,4251,0,0
T1281,19084,14,Mumbai,Laptop,0,UPI,27,4003,0,0
T1282,69201,17,Bangalore,Tablet,0,UPI,35,2160,0,0
T1283,15730,22,Bangalore,Tablet,0,NetBanking,62,1092,0,0
T1284,72494,9,Bangalore,Laptop,0,NetBanking,47,4622,0,0
T1285,19672,5,Mumbai,Laptop,0,UPI,87,4561,1,0
T1286,15579,0,Mumbai,Mobile,0,NetBanking,56,3301,1,0
T1287,17372,23,Hyderabad,Tablet,0,NetBanking,80,4312,1,0
T1288,23445,15,Hyderabad,Laptop,0,UPI,57,1838,0,0
T1289,67000,20,Kolkata,Mobile,0,NetBanking,28,251,0,0
T1290,90797,12,Bangalore,Mobile,1,Card,41,595,0,0
T1291,44855,4,Bangalore,Laptop,0,Card,16,2220,1,0
T1292,35953,16,Bangalore,Laptop,0,UPI,3,4754,0,0
T1293,22734,11,Kolkata,Laptop,0,Card,78,254,0,0
T1294,40818,4,Delhi,Tablet,1,NetBanking,89,4924,1,0
T1295,42237,13,Hyderabad,Mobile,1,Card,81,1816,0,0
T1296,63556,9,Delhi,Mobile,0,Card,32,4372,0,0
T1297,93090,2,Kolkata,Mobile,0,NetBanking,54,765,1,0
T1298,19910,7,Bangalore,Tablet,0,NetBanking,6,1169,0,0
T1299,84369,3,Mumbai,Tablet,1,NetBanking,60,1252,1,1
T1300,15996,9,Kolkata,Tablet,0,UPI,15,2589,0,0
T1301,73003,6,Hyderabad,Laptop,0,UPI,15,4343,0,0
T1302,79283,6,Delhi,Laptop,0,Card,42,2813,0,0
T1303,45354,0,Bangalore,Mobile,0,UPI,44,823,1,0
T1304,68646,19,Mumbai,Tablet,0,UPI,25,2606,0,0
T1305,99941,13,Bangalore,Laptop,1,UPI,48,1263,0,0
T1306,21309,11,Delhi,Mobile,0,NetBanking,77,1851,0,0
T1307,35809,1,Delhi,Tablet,0,UPI,20,2059,1,0
T1308,83621,9,Mumbai,Mobile,1,UPI,78,3376,0,0
T1309,47994,16,Kolkata,Tablet,1,Card,1,1399,0,0
T1310,5094,22,Kolkata,Mobile,0,UPI,65,1635,0,0
T1311,32455,13,Kolkata,Laptop,0,UPI,33,3727,0,0
T1312,90449,5,Bangalore,Mobile,0,NetBanking,99,377,1,0
T1313,3189,11,Delhi,Tablet,1,Card,93,3222,0,0
T1314,70826,15,Bangalore,Laptop,0,NetBanking,83,915,0,0
T1315,60138,4,Bangalore,Tablet,0,Card,63,1510,1,0
T1316,12765,4,Bangalore,Mobile,0,Card,36,1132,1,0
T1317,36210,2,Hyderabad,Mobile,0,Card,16,4600,1,0
T1318,66808,10,Delhi,Mobile,0,Card,87,3040,0,0
T1319,8838,22,Mumbai,Mobile,1,Card,13,2925,0,0
T1320,85743,5,Kolkata,Laptop,0,NetBanking,33,3340,1,0
T1321,72301,16,Delhi,Tablet,0,Card,61,3906,0,0
T1322,982,0,Bangalore,Laptop,0,UPI,3,3085,1,0
T1323,30925,20,Delhi,Laptop,0,NetBanking,3,2997,0,0
T1324,2344,18,Delhi,Laptop,1,NetBanking,80,429,0,0
T1325,50117,5,Delhi,Mobile,0,UPI,50,3438,1,0
T1326,65052,11,Mumbai,Laptop,0,UPI,7,1774,0,0
T1327,76511,20,Delhi,Laptop,0,UPI,84,2359,0,0
T1328,9427,7,Delhi,Mobile,0,Card,75,2400,0,0
T1329,54897,15,Delhi,Mobile,0,UPI,84,953,0,0
T1330,20216,11,Mumbai,Mobile,0,UPI,38,3191,0,0
T1331,31035,22,Mumbai,Tablet,0,UPI,0,4605,0,0
T1332,46601,5,Kolkata,Laptop,0,UPI,43,4281,1,0
T1333,84623,9,Delhi,Laptop,1,NetBanking,5,1780,0,0
T1334,62614,17,Hyderabad,Tablet,0,NetBanking,50,169,0,0
T1335,85944,6,Kolkata,Mobile,0,UPI,58,2879,0,0
T1336,86940,19,Mumbai,Laptop,1,UPI,47,1421,0,0
T1337,51582,9,Mumbai,Tablet,0,NetBanking,51,3965,0,0
T1338,24700,10,Bangalore,Mobile,0,Card,56,279,0,0
T1339,41402,6,Delhi,Laptop,0,Card,84,4725,0,0
T1340,31506,0,Mumbai,Tablet,0,Card,83,3974,1,0
T1341,86550,17,Delhi,Tablet,0,Card,17,2769,0,0
T1342,40801,23,Bangalore,Laptop,0,Card,29,408,1,0
T1343,31725,22,Delhi,Tablet,0,NetBanking,10,293,0,0
T1344,52509,3,Hyderabad,Mobile,0,NetBanking,12,3979,1,0
T1345,81831,9,Mumbai,Mobile,0,Card,93,1053,0,0
T1346,46430,21,Kolkata,Tablet,0,Card,11,4987,0,0
T1347,33413,20,Delhi,Mobile,0,Card,17,4252,0,0
T1348,96467,4,Bangalore,Mobile,0,NetBanking,53,1462,1,0
T1349,59264,2,Bangalore,Tablet,1,UPI,57,1373,1,1
T1350,3426,11,Bangalore,Laptop,1,Card,27,2736,0,0
T1351,47688,21,Hyderabad,Mobile,0,UPI,6,4477,0,0
T1352,52411,11,Mumbai,Mobile,0,Card,39,353,0,0
T1353,87327,8,Bangalore,Laptop,0,NetBanking,12,3501,0,0
T1354,2992,8,Bangalore,Mobile,0,Card,49,754,0,0
T1355,54733,23,Delhi,Mobile,1,UPI,39,3071,1,1
T1356,29187,2,Kolkata,Tablet,0,UPI,99,1976,1,0
T1357,60201,0,Kolkata,Mobile,0,Card,25,3104,1,0
T1358,86536,22,Bangalore,Laptop,0,Card,90,1610,0,0
T1359,92171,12,Hyderabad,Laptop,0,UPI,15,1089,0,0
T1360,78112,3,Hyderabad,Mobile,1,UPI,30,4552,1,1
T1361,90467,15,Kolkata,Laptop,0,NetBanking,8,2671,0,0
T1362,69544,21,Hyderabad,Tablet,0,UPI,27,3483,0,0
T1363,82118,4,Bangalore,Tablet,1,Card,97,1968,1,1
T1364,96970,9,Bangalore,Tablet,0,Card,57,2737,0,0
T1365,72878,9,Bangalore,Tablet,0,Card,52,644,0,0
T1366,28842,23,Bangalore,Tablet,0,Card,50,3757,1,0
T1367,46862,14,Hyderabad,Tablet,0,Card,4,320,0,0
T1368,69302,21,Kolkata,Mobile,0,Card,11,1113,0,0
T1369,26727,17,Delhi,Tablet,0,UPI,35,4410,0,0
T1370,19503,1,Hyderabad,Tablet,1,Card,66,672,1,0
T1371,42392,17,Hyderabad,Laptop,0,UPI,62,4186,0,0
T1372,8517,8,Kolkata,Tablet,0,UPI,92,4624,0,0
T1373,90645,14,Delhi,Mobile,0,UPI,79,3240,0,0
T1374,19277,0,Mumbai,Tablet,0,NetBanking,89,2515,1,0
T1375,80830,23,Bangalore,Laptop,0,UPI,41,4756,1,0
T1376,71201,5,Bangalore,Laptop,0,UPI,3,532,1,0
T1377,935,6,Bangalore,Laptop,0,Card,48,4667,0,0
T1378,69451,22,Delhi,Tablet,0,NetBanking,30,3538,0,0
T1379,68243,18,Kolkata,Tablet,0,UPI,54,3899,0,0
T1380,86804,15,Bangalore,Mobile,0,NetBanking,76,4673,0,0
T1381,15439,3,Hyderabad,Mobile,0,NetBanking,85,3164,1,0
T1382,58197,22,Kolkata,Laptop,0,NetBanking,75,1434,0,0
T1383,87608,23,Kolkata,Mobile,0,Card,43,4026,1,0
T1384,3417,20,Mumbai,Tablet,0,NetBanking,22,264,0,0
T1385,59442,16,Mumbai,Laptop,0,Card,76,502,0,0
T1386,8705,12,Bangalore,Mobile,0,NetBanking,61,2567,0,0
T1387,33735,19,Hyderabad,Mobile,0,UPI,43,3932,0,0
T1388,72207,20,Mumbai,Mobile,0,NetBanking,33,4250,0,0
T1389,19523,9,Kolkata,Laptop,0,NetBanking,68,4061,0,0
T1390,79469,5,Hyderabad,Laptop,0,NetBanking,50,1316,1,0
T1391,82900,6,Delhi,Tablet,0,Card,29,4244,0,0
T1392,1268,4,Mumbai,Mobile,0,UPI,61,2626,1,0
T1393,43927,7,Mumbai,Laptop,0,UPI,62,2294,0,0
T1394,64917,0,Bangalore,Tablet,0,Card,96,545,1,0
T1395,39232,10,Kolkata,Mobile,0,Card,9,361,0,0
T1396,92060,0,Bangalore,Tablet,0,Card,90,191,1,0
T1397,69811,23,Delhi,Tablet,1,NetBanking,19,2633,1,1
T1398,33561,4,Bangalore,Laptop,0,UPI,17,4214,1,0
T1399,1507,0,Mumbai,Laptop,1,Card,2,3597,1,0
T1400,86392,2,Hyderabad,Tablet,0,UPI,66,1276,1,0
T1401,78562,12,Kolkata,Mobile,0,NetBanking,54,2831,0,0
T1402,96464,1,Delhi,Laptop,0,NetBanking,54,472,1,0
T1403,97328,16,Kolkata,Laptop,1,Card,80,2656,0,0
T1404,62885,18,Bangalore,Laptop,1,UPI,6,3289,0,0
T1405,41762,9,Kolkata,Laptop,1,NetBanking,19,2476,0,0
T1406,25716,14,Delhi,Laptop,0,NetBanking,61,1652,0,0
T1407,31656,6,Hyderabad,Laptop,1,Card,70,1204,0,0
T1408,71306,3,Delhi,Tablet,0,NetBanking,3,4092,1,0
T1409,65320,11,Delhi,Mobile,1,NetBanking,28,2092,0,0
T1410,51112,17,Kolkata,Laptop,0,Card,82,879,0,0
T1411,8820,23,Mumbai,Tablet,1,NetBanking,22,308,1,0
T1412,21220,14,Kolkata,Laptop,0,NetBanking,8,2047,0,0
T1413,50171,2,Hyderabad,Mobile,0,NetBanking,82,1199,1,0
T1414,65271,0,Kolkata,Mobile,0,NetBanking,0,1645,1,0
T1415,66706,6,Hyderabad,Laptop,0,Card,17,2003,0,0
T1416,81937,17,Bangalore,Mobile,0,NetBanking,48,1088,0,0
T1417,29877,11,Mumbai,Tablet,0,NetBanking,94,1889,0,0
T1418,87301,6,Kolkata,Tablet,0,NetBanking,37,2540,0,0
T1419,31313,7,Delhi,Mobile,1,UPI,34,4789,0,0
T1420,51688,13,Delhi,Laptop,0,UPI,3,3639,0,0
T1421,95267,11,Delhi,Tablet,0,NetBanking,77,1273,0,0
T1422,77058,22,Mumbai,Tablet,0,NetBanking,37,3482,0,0
T1423,37031,14,Kolkata,Tablet,0,UPI,0,1258,0,0
T1424,87836,11,Bangalore,Mobile,1,Card,49,2957,0,0
T1425,91593,11,Kolkata,Laptop,0,Card,65,4781,0,0
T1426,23090,11,Bangalore,Mobile,1,Card,67,2474,0,0
T1427,33185,8,Hyderabad,Mobile,0,UPI,33,809,0,0
T1428,52809,12,Bangalore,Mobile,0,NetBanking,33,2703,0,0
T1429,83121,5,Kolkata,Laptop,1,UPI,31,2361,1,1
T1430,90041,9,Bangalore,Mobile,0,Card,75,3264,0,0
T1431,58131,16,Kolkata,Laptop,0,NetBanking,65,3175,0,0
T1432,6843,16,Delhi,Laptop,0,Card,82,424,0,0
T1433,92205,8,Hyderabad,Tablet,0,Card,82,4472,0,0
T1434,76411,5,Delhi,Laptop,1,Card,58,4454,1,1
T1435,89180,4,Hyderabad,Laptop,0,Card,53,1602,1,0
T1436,3227,11,Delhi,Laptop,0,Card,76,3495,0,0
T1437,91025,13,Hyderabad,Tablet,0,Card,5,1867,0,0
T1438,54612,2,Mumbai,Laptop,0,NetBanking,1,3932,1,0
T1439,32432,19,Kolkata,Laptop,0,NetBanking,91,4366,0,0
T1440,94302,21,Bangalore,Mobile,0,Card,54,934,0,0
T1441,8518,11,Kolkata,Mobile,0,UPI,83,3786,0,0
T1442,11914,12,Mumbai,Tablet,0,Card,52,592,0,0
T1443,7535,12,Kolkata,Tablet,1,NetBanking,96,4057,0,0
T1444,3507,12,Bangalore,Mobile,0,UPI,4,622,0,0
T1445,75745,6,Kolkata,Laptop,0,UPI,9,4045,0,0
T1446,54487,1,Hyderabad,Mobile,0,UPI,30,4176,1,0
T1447,99497,8,Bangalore,Tablet,0,UPI,19,2588,0,0
T1448,68421,17,Hyderabad,Laptop,0,UPI,11,2858,0,0
T1449,50826,16,Hyderabad,Mobile,0,NetBanking,69,4090,0,0
T1450,54462,13,Hyderabad,Tablet,0,UPI,1,4195,0,0
T1451,14649,19,Hyderabad,Mobile,0,Card,92,1707,0,0
T1452,93960,16,Delhi,Mobile,0,NetBanking,21,2280,0,0
T1453,60490,17,Delhi,Mobile,0,UPI,36,3926,0,0
T1454,94786,9,Kolkata,Tablet,0,Card,47,181,0,0
T1455,90298,0,Hyderabad,Tablet,0,NetBanking,34,3839,1,0
T1456,92609,12,Delhi,Tablet,0,Card,58,3546,0,0
T1457,13503,20,Bangalore,Mobile,0,Card,19,4033,0,0
T1458,3485,12,Kolkata,Tablet,0,Card,6,1682,0,0
T1459,33432,5,Bangalore,Tablet,0,Card,91,3736,1,0
T1460,55282,15,Kolkata,Tablet,0,UPI,8,448,0,0
T1461,94489,18,Bangalore,Mobile,0,Card,2,4224,0,0
T1462,35287,10,Delhi,Tablet,0,Card,57,3140,0,0
T1463,59512,6,Bangalore,Mobile,1,Card,45,4261,0,0
T1464,48391,10,Kolkata,Tablet,0,Card,64,546,0,0
T1465,28038,6,Delhi,Tablet,0,UPI,42,695,0,0
T1466,2086,18,Hyderabad,Tablet,0,NetBanking,63,1069,0,0
T1467,74408,8,Kolkata,Mobile,0,NetBanking,59,329,0,0
T1468,48642,9,Mumbai,Tablet,0,UPI,35,601,0,0
T1469,92344,16,Mumbai,Mobile,0,NetBanking,48,486,0,0
T1470,99373,4,Mumbai,Mobile,0,NetBanking,60,3152,1,0
T1471,44477,5,Hyderabad,Laptop,0,UPI,25,1707,1,0
T1472,15720,14,Hyderabad,Laptop,0,Card,0,3827,0,0
T1473,57702,19,Kolkata,Laptop,0,Card,12,987,0,0
T1474,8499,22,Bangalore,Mobile,0,Card,65,537,0,0
T1475,43262,5,Bangalore,Mobile,0,NetBanking,61,4553,1,0
T1476,11537,10,Hyderabad,Laptop,0,Card,96,4824,0,0
T1477,80803,5,Mumbai,Laptop,0,UPI,62,1571,1,0
T1478,94555,19,Hyderabad,Mobile,0,Card,45,2178,0,0
T1479,58965,15,Kolkata,Tablet,0,NetBanking,93,1517,0,0
T1480,30592,21,Hyderabad,Laptop,0,UPI,83,3033,0,0
T1481,50090,22,Bangalore,Mobile,0,UPI,92,947,0,0
T1482,70409,13,Mumbai,Mobile,1,UPI,72,3420,0,0
T1483,10850,23,Mumbai,Tablet,1,NetBanking,28,4118,1,0
T1484,38926,7,Bangalore,Laptop,0,NetBanking,4,3818,0,0
T1485,13063,8,Bangalore,Mobile,0,UPI,45,2981,0,0
T1486,76412,8,Delhi,Tablet,1,Card,0,3597,0,0
T1487,82967,21,Hyderabad,Tablet,0,NetBanking,5,736,0,0
T1488,33432,1,Kolkata,Tablet,0,NetBanking,81,3770,1,0
T1489,91237,11,Delhi,Mobile,0,NetBanking,19,4731,0,0
T1490,9683,19,Kolkata,Mobile,0,UPI,80,4823,0,0
T1491,78672,8,Mumbai,Tablet,0,UPI,45,1454,0,0
T1492,70971,21,Kolkata,Mobile,0,Card,44,2992,0,0
T1493,59940,23,Delhi,Tablet,0,UPI,34,1659,1,0
T1494,39551,3,Delhi,Tablet,1,UPI,15,3742,1,0
T1495,96598,21,Hyderabad,Mobile,1,Card,14,4165,0,0
T1496,92964,14,Mumbai,Laptop,0,UPI,67,1422,0,0
T1497,22440,2,Delhi,Mobile,0,Card,74,1605,1,0
T1498,74954,8,Kolkata,Laptop,0,Card,86,4454,0,0
T1499,85807,6,Mumbai,Tablet,1,UPI,32,275,0,0
T1500,32434,1,Kolkata,Laptop,1,NetBanking,70,4099,1,0
